103.41666666667,30.066666666667,59.2
103.86666666667,31.066666666667,55.4
104.18333333333,31.233333333333,59.7
104.35,31.316666666667,44.1
104.41444444444,31.581944444444,48.6
104.48333333333,31.416666666667,42.8
104.57527777778,31.734444444444,32.8
104.69722222222,31.778055555556,49.6
105.0975,31.278611111111,55.4
105.35,32.066666666667,56.3
105.595,30.446944444444,71.3
106.83138888889,30.550277777778,62.2
107.61666666667,37.566666666667,50.7
107.86666666667,36.1,72.4
108.5,34.15,67.4
108.93333333333,34.3,63.6
110.36666666667,35.483333333333,63.3
110.38333333333,35.5,84.2
112.23333333333,36.033333333333,64.7
112.28333333333,37.7,79.1
112.3,36.033333333333,68.7
112.8,38.95,49.4
113.68333333333,33.85,47.3
114.08333333333,34.883333333333,56.9
114.33333333333,33.916666666667,52.3
115.2,33.916666666667,48.6
115.25,33.65,89.6
115.28333333333,33.683333333333,79.5
115.3,35.4,84.6
115.43333333333,40.2,33.5
115.48333333333,35.783333333333,74.5
115.5,40.683333333333,39.4
115.93333333333,40.35,77
115.95,39.733333333333,31
116.1,38.716666666667,55.3
116.1,38.966666666667,80
116.11666666667,38.25,70.8
116.25,40.416666666667,56.5
116.26666666667,39.166666666667,79.1
116.26666666667,40.4,50.7
116.43333333333,39.916666666667,77.5
116.45,39.916666666667,84.2
116.45,39.916666666667,77.5
116.48333333333,39.916666666667,60.7
116.6,34.166666666667,52.8
116.65,39.6,48.1
116.68333333333,39.6,53.2
116.96666666667,30.630833333333,50.7
116.98333333333,40.55,42.3
116.98333333333,40.55,37.7
117.23694444444,30.440555555556,52.3
117.31666666667,31,78.7
117.31666666667,31,75.4
117.35,38.833333333333,51.1
117.37583333333,31.016666666667,75.4
117.4,38.916666666667,63.2
117.41666666667,38.9,61.5
117.53333333333,38.7,55.3
117.55,38.6,60.7
117.58333333333,38.6,60.7
117.66666666667,35.866666666667,48.1
117.68333333333,36.216666666667,50.2
117.81666666667,30.866666666667,64.5
117.85,40.583333333333,30.1
118.11666666667,36.8,62
118.13333333333,39.533333333333,74.1
118.15,39.55,46.5
118.4,37.25,93.8
118.41666666667,39.716666666667,48.6
118.51666666667,37.533333333333,56.9
118.53333333333,37.75,82.1
