lon,lat,temperature
111.5,33.25,629.73296761164
111.75,33.25,594.82138591791
112,33.25,533.46274414345
112.25,33.25,511.36882146057
112.5,33.25,491.99505951715
112.75,33.25,471.04947228137
113,33.25,453.38903832216
113.25,33.25,439.26299130405
113.5,33.25,431.62453247159
113.75,33.25,436.98284814248
114,33.25,446.53736385685
114.25,33.25,456.84074908076
114.5,33.25,465.20693754681
114.75,33.25,469.30912242348
115,33.25,473.59060876588
115.25,33.25,480.70627146105
115.5,33.25,501.05634443706
115.75,33.25,507.38984916588
116,33.25,527.45781805334
116.25,33.25,553.51969229418
116.5,33.25,576.57173092172
116.75,33.25,601.29097116831
117,33.25,617.5180684094
117.25,33.25,627.61680484018
117.5,33.25,630.90000933232
117.75,33.25,631.72548283417
118,33.25,638.04933871941
118.25,33.25,647.21886669664
118.5,33.25,659.26211086105
118.75,33.25,671.40831658051
119,33.25,675.7511471129
119.25,33.25,671.01329626178
119.5,33.25,667.20501849612
119.75,33.25,666.85868387491
120,33.25,675.54005492645
120.25,33.25,681.04095954211
120.5,33.25,707.43085610147
120.75,33.25,707.97965849322
121,33.25,704.83943753208
121.25,33.25,701.19675785209
121.5,33.25,686.3284497366
121.75,33.25,688.19745076099
107,33.5,612.36342018437
107.25,33.5,634.48127012627
107.5,33.5,683.88627840515
107.75,33.5,744.8979993208
108,33.5,803.90806617795
108.25,33.5,867.28925805226
108.5,33.5,926.17308255408
108.75,33.5,975.32803650001
109,33.5,997.9075077945
109.25,33.5,982.41154639067
109.5,33.5,967.56408852104
109.75,33.5,939.19120425723
110,33.5,836.10637975187
110.25,33.5,819.70433122293
110.5,33.5,777.7763487972
110.75,33.5,756.15153764011
111,33.5,719.26092400241
111.25,33.5,683.08248946153
111.5,33.5,637.92838694609
111.75,33.5,603.85483862463
112,33.5,543.78404983175
112.25,33.5,525.34252801679
112.5,33.5,505.09269110212
112.75,33.5,483.52421374446
113,33.5,460.28412793687
113.25,33.5,447.42017228824
113.5,33.5,437.22123370337
113.75,33.5,433.56120202719
114,33.5,450.34669327515
114.25,33.5,463.91883547063
114.5,33.5,469.54851572881
114.75,33.5,468.35955234777
115,33.5,465.04077733149
115.25,33.5,470.95221457444
115.5,33.5,481.596905821
115.75,33.5,497.63326385036
116,33.5,519.92749362706
116.25,33.5,525.45501625361
116.5,33.5,538.37705498189
116.75,33.5,556.00796184747
117,33.5,577.70560432758
117.25,33.5,594.44711463844
117.5,33.5,609.8646882955
117.75,33.5,619.05085528611
118,33.5,636.84765257648
118.25,33.5,655.92203926042
118.5,33.5,681.48463529809
118.75,33.5,709.12219484875
119,33.5,728.90908049273
119.25,33.5,714.65310550949
119.5,33.5,697.12418482822
119.75,33.5,682.51524328947
120,33.5,685.48711669654
120.25,33.5,684.96225152661
120.5,33.5,683.14807412305
120.75,33.5,716.17079532781
121,33.5,713.58084572491
121.25,33.5,698.30506135462
121.5,33.5,698.36032775849
107,33.75,623.87858872384
107.25,33.75,647.84305256216
107.5,33.75,682.52417062885
107.75,33.75,741.93587284093
108,33.75,822.25358689247
108.25,33.75,879.87011994139
108.5,33.75,947.06305718395
108.75,33.75,1009.969692995
109,33.75,1040.4013089452
109.25,33.75,1016.1868430799
109.5,33.75,972.55985767756
109.75,33.75,939.36995470498
110,33.75,966.31147010958
110.25,33.75,829.00418214164
110.5,33.75,795.57513540304
110.75,33.75,756.33866460605
111,33.75,720.76645566861
111.25,33.75,685.96841308768
111.5,33.75,633.34648647545
111.75,33.75,600.88777146242
112,33.75,539.19946098748
112.25,33.75,526.80437290537
112.5,33.75,510.53893925443
112.75,33.75,494.0092169494
113,33.75,474.41344319448
113.25,33.75,459.47910297308
113.5,33.75,440.89154622455
113.75,33.75,437.98477050883
114,33.75,456.77846720611
114.25,33.75,478.99483246369
114.5,33.75,481.81732373609
114.75,33.75,470.401888481
115,33.75,456.40317710148
115.25,33.75,452.44424878398
115.5,33.75,465.71833752792
115.75,33.75,489.16247858647
116,33.75,502.90879093015
116.25,33.75,506.70657212586
116.5,33.75,509.18630582451
116.75,33.75,520.6994886139
117,33.75,544.06349104012
117.25,33.75,568.1054642416
117.5,33.75,587.07317389275
117.75,33.75,610.62273572018
118,33.75,635.93453386127
118.25,33.75,662.33574155937
118.5,33.75,691.87298108247
118.75,33.75,728.64723934194
119,33.75,761.28135639114
119.25,33.75,736.54320760886
119.5,33.75,712.75393545704
119.75,33.75,706.67077785133
120,33.75,692.25437666966
120.25,33.75,690.78638476316
120.5,33.75,684.32844446311
120.75,33.75,679.03593087571
121,33.75,724.69985621253
121.25,33.75,712.92738139089
121.5,33.75,709.94153123318
107,34,603.19528108915
107.25,34,643.960612022
107.5,34,682.38383289638
107.75,34,741.7571630712
108,34,810.53668220154
108.25,34,880.58426579044
108.5,34,947.67528816769
108.75,34,1044.3156692756
109,34,1095.1337089774
109.25,34,1056.815423087
109.5,34,980.82723311568
109.75,34,962.29386983152
110,34,935.70326638049
110.25,34,929.57581418846
110.5,34,803.20711868852
110.75,34,767.44258580632
111,34,733.06097255864
111.25,34,697.67289530657
111.5,34,658.1879276888
111.75,34,614.91442918089
112,34,557.48370775874
112.25,34,544.37838978868
112.5,34,527.00973510183
112.75,34,510.9753028275
113,34,493.06059323327
113.25,34,472.15189165045
113.5,34,461.56747721786
113.75,34,461.41198647566
114,34,479.37006026609
114.25,34,499.16038516051
114.5,34,499.92919783711
114.75,34,486.80357814351
115,34,468.65338177531
115.25,34,457.38995083921
115.5,34,473.78484079535
115.75,34,487.06048391678
116,34,496.96062030111
116.25,34,495.75893529784
116.5,34,491.88513097546
116.75,34,502.89463529863
117,34,526.8885001309
117.25,34,550.13436513987
117.5,34,573.02998496919
117.75,34,597.1005597785
118,34,627.19157877369
118.25,34,657.85634723552
118.5,34,688.02624067815
118.75,34,717.72709569065
119,34,733.80732365632
119.25,34,731.78598346128
119.5,34,721.6141651803
119.75,34,715.7692751933
120,34,714.00412521076
120.25,34,690.31277596843
120.5,34,689.89562977745
120.75,34,678.82824978154
121,34,674.51094659464
121.25,34,720.22091614164
107.25,34.25,631.06260958974
107.5,34.25,681.44297924093
107.75,34.25,751.50946738122
108,34.25,807.16682855472
108.25,34.25,870.03469007557
108.5,34.25,945.71877546589
108.75,34.25,1062.0172397637
109,34.25,1146.1447910682
109.25,34.25,1066.5538398823
109.5,34.25,996.88308944004
109.75,34.25,946.38512167529
110,34.25,912.12842381632
110.25,34.25,898.38991503743
110.5,34.25,879.64348853604
110.75,34.25,765.97817204757
111,34.25,735.90201853882
111.25,34.25,702.78925858103
111.5,34.25,665.17118520485
111.75,34.25,629.7002395466
112,34.25,578.44979012378
112.25,34.25,564.71051071301
112.5,34.25,547.48319639874
112.75,34.25,531.89904111204
113,34.25,509.49750934287
113.25,34.25,497.83229729765
113.5,34.25,492.06086211759
113.75,34.25,493.83274415757
114,34.25,505.07300745215
114.25,34.25,516.11672738501
114.5,34.25,518.53567312785
114.75,34.25,510.31832253128
115,34.25,499.67151237832
115.25,34.25,494.93474450831
115.5,34.25,498.38650171721
115.75,34.25,504.14670578051
116,34.25,505.65955120062
116.25,34.25,500.09589579369
116.5,34.25,492.86947542722
116.75,34.25,497.64388306144
117,34.25,519.940350203
117.25,34.25,541.79581789569
117.5,34.25,565.38009275265
117.75,34.25,594.94307090846
118,34.25,621.43061860119
118.25,34.25,651.94417203457
118.5,34.25,680.08538118904
118.75,34.25,704.17634985005
119,34.25,716.78378313786
119.25,34.25,719.80140824052
119.5,34.25,719.28834127667
119.75,34.25,706.3992151972
120,34.25,699.09959673728
120.25,34.25,678.57757302418
120.5,34.25,676.20908466327
120.75,34.25,668.69409311191
121,34.25,659.42107674863
107,34.5,598.00771302379
107.25,34.5,635.88158613262
107.5,34.5,689.68302019117
107.75,34.5,753.55496578113
108,34.5,801.71094736871
108.25,34.5,862.75679948721
108.5,34.5,941.10071062541
108.75,34.5,1025.8728089491
109,34.5,1062.5735660484
109.25,34.5,1031.9202852878
109.5,34.5,982.72334980715
109.75,34.5,928.03986450308
110,34.5,898.30479578845
110.25,34.5,872.7612834147
110.5,34.5,863.84400167798
110.75,34.5,847.31671761708
111,34.5,745.4801665116
111.25,34.5,715.61295224024
111.5,34.5,679.84701072625
111.75,34.5,644.57955981261
112,34.5,598.64581062751
112.25,34.5,584.28390677153
112.5,34.5,571.71022149539
112.75,34.5,556.25041066395
113,34.5,537.52243351713
113.25,34.5,527.7845523857
113.5,34.5,523.8189902453
113.75,34.5,524.62002897336
114,34.5,531.81327755441
114.25,34.5,541.24235657028
114.5,34.5,542.37670407622
114.75,34.5,539.76988926762
115,34.5,539.5465228882
115.25,34.5,535.72337510281
115.5,34.5,536.15197770805
115.75,34.5,534.73868969988
116,34.5,527.44215715972
116.25,34.5,517.39995751153
116.5,34.5,511.23352187586
116.75,34.5,512.70194041316
117,34.5,523.97540216098
117.25,34.5,530.80360885083
117.5,34.5,549.77755463292
117.75,34.5,574.04820500844
118,34.5,602.8497486437
118.25,34.5,633.0508218775
118.5,34.5,662.62693422119
118.75,34.5,689.4947354078
119,34.5,710.06500480067
119.25,34.5,724.69302077947
119.5,34.5,736.19235454052
119.75,34.5,704.79027238905
120,34.5,703.61378004432
120.25,34.5,688.62599308881
120.5,34.5,670.93034046445
120.75,34.5,666.75759531509
121,34.5,656.85563112475
107,34.75,587.11089893416
107.25,34.75,638.92718810488
107.5,34.75,706.56636829127
107.75,34.75,757.98057646969
108,34.75,802.75474883914
108.25,34.75,853.62247658722
108.5,34.75,910.57390866122
108.75,34.75,956.5046274244
109,34.75,984.00489816551
109.25,34.75,976.79511586997
109.5,34.75,948.01045166945
109.75,34.75,905.06623874464
110,34.75,876.29339824023
110.25,34.75,853.12616171284
110.5,34.75,839.24826005306
110.75,34.75,833.69842584465
111,34.75,772.48082885507
111.25,34.75,746.74348875625
111.5,34.75,694.72502397373
111.75,34.75,670.00731205747
112,34.75,623.02326010697
112.25,34.75,606.11206209504
112.5,34.75,594.87658084244
112.75,34.75,576.72765352386
113,34.75,568.73739984258
113.25,34.75,562.42122925849
113.5,34.75,557.06486609987
113.75,34.75,557.30032635822
114,34.75,560.20048226599
114.25,34.75,569.1303512887
114.5,34.75,577.35538793834
114.75,34.75,576.48160845777
115,34.75,582.96194464986
115.25,34.75,581.60876514726
115.5,34.75,577.88031524853
115.75,34.75,572.07920941535
116,34.75,557.71140271356
116.25,34.75,545.21283338376
116.5,34.75,531.9190416342
116.75,34.75,513.544262886
117,34.75,516.15966007581
117.25,34.75,521.73895406069
117.5,34.75,536.4447487307
117.75,34.75,558.24935531731
118,34.75,587.47289885996
118.25,34.75,614.09359781159
118.5,34.75,653.04314481446
118.75,34.75,678.01167124902
119,34.75,699.58868346089
119.25,34.75,719.59346077646
119.5,34.75,732.00753565951
119.75,34.75,677.33594733334
120,34.75,673.39440012254
120.25,34.75,676.33010460088
120.5,34.75,654.41540248722
120.75,34.75,644.48094794158
121,34.75,640.88153285813
105,35,949.38486847561
105.25,35,860.889706361
105.5,35,805.21397109544
106,35,677.03273725704
106.25,35,589.91131973994
106.5,35,529.48323616993
106.75,35,526.95802799692
107,35,580.47790381676
107.25,35,646.51363883522
107.5,35,711.55148137042
107.75,35,765.49191859406
108,35,798.40921090289
108.25,35,839.18777146461
108.5,35,877.82408055526
108.75,35,902.30891126187
109,35,927.19182132674
109.25,35,928.53366999904
109.5,35,911.64491758864
109.75,35,876.13120977481
110,35,850.90995027921
110.25,35,833.58135614697
110.5,35,818.08063350092
110.75,35,817.55797974205
111,35,775.743951431
111.25,35,753.54782962508
111.5,35,730.86028148406
111.75,35,705.09999629329
112,35,657.11491251333
