
106,30.25,114.23522709029
106.25,30.25,123.11507239734
106.5,30.25,128.32843518002
106.75,30.25,131.45962136737
107,30.25,138.74730795498
107.25,30.25,149.80914579799
107.5,30.25,160.04072240314
107.75,30.25,165.13241267053
108,30.25,167.44883637484
108.25,30.25,167.27702332527
108.5,30.25,164.96491662605
108.75,30.25,163.35441466794
109,30.25,161.39857227745
109.25,30.25,160.40256069438
109.5,30.25,157.35228207402
113,30.25,153.12570788739
113.25,30.25,163.23745616341
113.5,30.25,173.87018892842
114,30.25,200.02559848928
114.25,30.25,211.31018958538
114.5,30.25,225.35213070269
114.75,30.25,236.05443784679
115,30.25,217.30482169047
115.25,30.25,201.04626903122
115.5,30.25,196.19524638013
115.75,30.25,198.11918011994
116,30.25,200.03128571775
116.25,30.25,200.97416568315
116.5,30.25,196.35845485783
116.75,30.25,192.14300684757
117,30.25,183.89865922477
117.25,30.25,172.62884112057
117.5,30.25,160.40001356404
117.75,30.25,148.24846411383
118,30.25,140.26661970195
118.25,30.25,132.56413805412
118.5,30.25,129.48147943171
118.75,30.25,128.26491969448
119,30.25,127.48250868017
119.25,30.25,126.13248022987
119.5,30.25,127.52395313708
119.75,30.25,127.2403505784
120,30.25,125.8044665501
120.25,30.25,122.78507101193
120.5,30.25,118.21890421798
120.75,30.25,112.34853450599
121,30.25,105.98243392191
106,30.5,117.45063813004
106.25,30.5,126.02237789235
106.5,30.5,130.18483204098
106.75,30.5,130.34938502097
107,30.5,140.43320943206
107.25,30.5,156.36829424747
107.5,30.5,170.37561253344
107.75,30.5,175.85353053569
108,30.5,174.58760695028
108.25,30.5,173.14185009719
108.5,30.5,170.62009926305
108.75,30.5,168.3460810569
109,30.5,164.74094641382
109.25,30.5,164.96208419001
109.5,30.5,162.29215956475
112.25,30.5,186.58879944588
112.5,30.5,189.41548938674
112.75,30.5,179.54938606208
113,30.5,174.23463273214
113.25,30.5,176.64211569198
113.5,30.5,182.40852730971
113.75,30.5,189.83999487965
114,30.5,198.86726873305
114.25,30.5,212.83734703539
114.5,30.5,221.88037354875
114.75,30.5,224.43855928785
115,30.5,215.94234872593
115.25,30.5,206.12773166379
115.5,30.5,201.03593834266
115.75,30.5,203.59163586741
116,30.5,202.57438144637
116.25,30.5,201.35583859752
116.5,30.5,200.0298944151
116.75,30.5,197.89962689345
117,30.5,192.26270707547
117.25,30.5,176.00600397029
117.5,30.5,161.08785246332
117.75,30.5,148.02424495428
118,30.5,137.79364597321
118.25,30.5,129.57974953678
118.5,30.5,125.28529154773
118.75,30.5,122.33529075366
119,30.5,123.66737414253
119.25,30.5,125.16190033361
119.5,30.5,129.09585388927
119.75,30.5,131.94685032831
120,30.5,131.89115406122
120.25,30.5,129.65773342937
120.5,30.5,125.48323334496
120.75,30.5,120.38415961607
121,30.5,115.06863554661
121.25,30.5,112.73199336735
106,30.75,128.98851795099
106.25,30.75,136.72873117055
106.5,30.75,141.21999454163
106.75,30.75,143.45621735417
107,30.75,152.16132160924
107.25,30.75,166.03414146468
107.5,30.75,179.98428574144
107.75,30.75,183.98447283955
108,30.75,180.85087663404
108.25,30.75,177.7148356777
108.5,30.75,174.56979391649
108.75,30.75,171.73686500943
109,30.75,169.26739380249
109.25,30.75,166.52429483474
109.5,30.75,166.3507701341
112,30.75,189.70591769185
112.25,30.75,212.02655104842
112.5,30.75,233.12888616024
